entity1,entity2,relationship_type,question1,question2,question3,biomistral-7b_q1,biomistral-7b_q2,biomistral-7b_q3,gemma-3-4b_q1,gemma-3-4b_q2,gemma-3-4b_q3,gemma-4-e4b_q1,gemma-4-e4b_q2,gemma-4-e4b_q3,ii-medical-8b_q1,ii-medical-8b_q2,ii-medical-8b_q3,llama-3.1-8b_q1,llama-3.1-8b_q2,llama-3.1-8b_q3,medgemma-4b_q1,medgemma-4b_q2,medgemma-4b_q3,meditron-7b_q1,meditron-7b_q2,meditron-7b_q3,meerkat-7b_q1,meerkat-7b_q2,meerkat-7b_q3,mistral-7b_q1,mistral-7b_q2,mistral-7b_q3,qwen3-8b_q1,qwen3-8b_q2,qwen3-8b_q3,ultramed-3.1-8b_q1,ultramed-3.1-8b_q2,ultramed-3.1-8b_q3
Type 2 Diabetes,fatigue,disease-symptom,Is Type 2 Diabetes a disease?,Is fatigue a symptom?,Is fatigue a symptom of Type 2 Diabetes?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Chronic Migraines,fatigue,disease-symptom,Is Chronic Migraines a disease?,Is fatigue a symptom?,Is fatigue a symptom of Chronic Migraines?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
pneumonia,coughing,disease-symptom,Is pneumonia a disease?,Is coughing a symptom?,Is coughing a symptom of pneumonia?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
pneumonia,shortness of breath,disease-symptom,Is pneumonia a disease?,Is shortness of breath a symptom?,Is shortness of breath a symptom of pneumonia?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Viral Conjunctivitis,red,disease-symptom,Is Viral Conjunctivitis a disease?,Is red a symptom?,Is red a symptom of Viral Conjunctivitis?,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,no
Viral Conjunctivitis,discharge,disease-symptom,Is Viral Conjunctivitis a disease?,Is discharge a symptom?,Is discharge a symptom of Viral Conjunctivitis?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes
red,Viral Conjunctivitis,symptom-disease,Is red a symptom?,Is Viral Conjunctivitis a disease?,Is red a symptom of Viral Conjunctivitis?,no,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,yes,yes,no,yes,no
discharge,Viral Conjunctivitis,symptom-disease,Is discharge a symptom?,Is Viral Conjunctivitis a disease?,Is discharge a symptom of Viral Conjunctivitis?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes
PMS,Irritability,disease-symptom,Is PMS a disease?,Is Irritability a symptom?,Is Irritability a symptom of PMS?,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes
PMS,depressed mood,disease-symptom,Is PMS a disease?,Is depressed mood a symptom?,Is depressed mood a symptom of PMS?,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes
PMS,increased hunger,disease-symptom,Is PMS a disease?,Is increased hunger a symptom?,Is increased hunger a symptom of PMS?,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,yes
PMS,weight gain,disease-symptom,Is PMS a disease?,Is weight gain a symptom?,Is weight gain a symptom of PMS?,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes
PMS,fatigue,disease-symptom,Is PMS a disease?,Is fatigue a symptom?,Is fatigue a symptom of PMS?,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes
ovarian cysts,interperiod bleeding,disease-symptom,Is ovarian cysts a disease?,Is interperiod bleeding a symptom?,Is interperiod bleeding a symptom of ovarian cysts?,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,,,yes,yes,yes,no,yes,yes,no,no,no
ovarian cysts,painful ruptures,disease-symptom,Is ovarian cysts a disease?,Is painful ruptures a symptom?,Is painful ruptures a symptom of ovarian cysts?,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes
labetalol,hypertension,drug-disease,Is labetalol a drug?,Is hypertension a disease?,Is labetalol used to treat hypertension?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Famotidine,vomiting,drug-disease,Is Famotidine a drug?,Is vomiting a disease?,Is Famotidine used to treat vomiting?,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,,no,yes,no,no,yes,no,no,yes,no,no
Prilosec,vomiting,drug-disease,Is Prilosec a drug?,Is vomiting a disease?,Is Prilosec used to treat vomiting?,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,yes,,no,yes,no,no,yes,no,no,yes,no,no
Cyclical Vomiting,vomiting,disease-symptom,Is Cyclical Vomiting a disease?,Is vomiting a symptom?,Is vomiting a symptom of Cyclical Vomiting?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes
Cyclical Vomiting,nausea,disease-symptom,Is Cyclical Vomiting a disease?,Is nausea a symptom?,Is nausea a symptom of Cyclical Vomiting?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes
vomiting,Cyclical Vomiting,symptom-disease,Is vomiting a symptom?,Is Cyclical Vomiting a disease?,Is vomiting a symptom of Cyclical Vomiting?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes
nausea,Cyclical Vomiting,symptom-disease,Is nausea a symptom?,Is Cyclical Vomiting a disease?,Is nausea a symptom of Cyclical Vomiting?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes
steroid cream,skin condition,drug-disease,Is steroid cream a drug?,Is skin condition a disease?,Is steroid cream used to treat skin condition?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
skin condition,Redness,disease-symptom,Is skin condition a disease?,Is Redness a symptom?,Is Redness a symptom of skin condition?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes
skin condition,Itchiness,disease-symptom,Is skin condition a disease?,Is Itchiness a symptom?,Is Itchiness a symptom of skin condition?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes
Itchiness,skin condition,symptom-disease,Is Itchiness a symptom?,Is skin condition a disease?,Is Itchiness a symptom of skin condition?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes
Redness,skin condition,symptom-disease,Is Redness a symptom?,Is skin condition a disease?,Is Redness a symptom of skin condition?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes
allergic reactions,itchy,disease-symptom,Is allergic reactions a disease?,Is itchy a symptom?,Is itchy a symptom of allergic reactions?,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes
bronchitis,antibiotics,drug-disease,Is bronchitis a drug?,Is antibiotics a disease?,Is bronchitis used to treat antibiotics?,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Sulfa Drugs,allergic reactions,drug-disease,Is Sulfa Drugs a drug?,Is allergic reactions a disease?,Is Sulfa Drugs used to treat allergic reactions?,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no
Crohn's disease,pain,disease-symptom,Is Crohn's disease a disease?,Is pain a symptom?,Is pain a symptom of Crohn's disease?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Endometriosis,pain,disease-symptom,Is Endometriosis a disease?,Is pain a symptom?,Is pain a symptom of Endometriosis?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
seronegative rheumatoid arthritis,joints problem,disease-symptom,Is seronegative rheumatoid arthritis a disease?,Is joints problem a symptom?,Is joints problem a symptom of seronegative rheumatoid arthritis?,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes
mosquito bites,itchy,disease-symptom,Is mosquito bites a disease?,Is itchy a symptom?,Is itchy a symptom of mosquito bites?,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes
Betamethasone,Skin lesions,drug-disease,Is Betamethasone a drug?,Is Skin lesions a disease?,Is Betamethasone used to treat Skin lesions?,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,no,,no,yes,yes,no,yes,yes,no,yes,yes,no,yes
Skin lesions,itchy,disease-symptom,Is Skin lesions a disease?,Is itchy a symptom?,Is itchy a symptom of Skin lesions?,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes
Skin lesions,bleed,disease-symptom,Is Skin lesions a disease?,Is bleed a symptom?,Is bleed a symptom of Skin lesions?,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes
rabies vaccine,rabies,drug-disease,Is rabies vaccine a drug?,Is rabies a disease?,Is rabies vaccine used to treat rabies?,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
hantaviruses,fever,disease-symptom,Is hantaviruses a disease?,Is fever a symptom?,Is fever a symptom of hantaviruses?,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes
hantaviruses,fatigue,disease-symptom,Is hantaviruses a disease?,Is fatigue a symptom?,Is fatigue a symptom of hantaviruses?,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes
hantaviruses,muscle aches,disease-symptom,Is hantaviruses a disease?,Is muscle aches a symptom?,Is muscle aches a symptom of hantaviruses?,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,no,yes,yes
hantaviruses,shortness of breath,disease-symptom,Is hantaviruses a disease?,Is shortness of breath a symptom?,Is shortness of breath a symptom of hantaviruses?,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes
hemorrhoid,blood,disease-symptom,Is hemorrhoid a disease?,Is blood a symptom?,Is blood a symptom of hemorrhoid?,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,yes,no,,yes,no,yes,no,no,yes,yes,no,no
Adderall,ADHD,drug-disease,Is Adderall a drug?,Is ADHD a disease?,Is Adderall used to treat ADHD?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes
Wellbutrin,depression,drug-disease,Is Wellbutrin a drug?,Is depression a disease?,Is Wellbutrin used to treat depression?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
famotidine,GERD,drug-disease,Is famotidine a drug?,Is GERD a disease?,Is famotidine used to treat GERD?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
untreated hypothyroidism,fatigue,disease-symptom,Is untreated hypothyroidism a disease?,Is fatigue a symptom?,Is fatigue a symptom of untreated hypothyroidism?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
anxiety,fatigue,disease-symptom,Is anxiety a disease?,Is fatigue a symptom?,Is fatigue a symptom of anxiety?,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
asthma,shortness of breath,disease-symptom,Is asthma a disease?,Is shortness of breath a symptom?,Is shortness of breath a symptom of asthma?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
anxiety,chest thumpy feelings,disease-symptom,Is anxiety a disease?,Is chest thumpy feelings a symptom?,Is chest thumpy feelings a symptom of anxiety?,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
Amoxicillin-Pot Clavulanate,wound infection,drug-disease,Is Amoxicillin-Pot Clavulanate a drug?,Is wound infection a disease?,Is Amoxicillin-Pot Clavulanate used to treat wound infection?,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
red streak,wound infection,symptom-disease,Is red streak a symptom?,Is wound infection a disease?,Is red streak a symptom of wound infection?,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes
fever,wound infection,symptom-disease,Is fever a symptom?,Is wound infection a disease?,Is fever a symptom of wound infection?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,no,yes
nausea,wound infection,symptom-disease,Is nausea a symptom?,Is wound infection a disease?,Is nausea a symptom of wound infection?,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes
chemo/radiation,cancer,drug-disease,Is chemo/radiation a drug?,Is cancer a disease?,Is chemo/radiation used to treat cancer?,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes
pulmonary tuberculosis,loss of appetite,disease-symptom,Is pulmonary tuberculosis a disease?,Is loss of appetite a symptom?,Is loss of appetite a symptom of pulmonary tuberculosis?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
pulmonary tuberculosis,weight loss,disease-symptom,Is pulmonary tuberculosis a disease?,Is weight loss a symptom?,Is weight loss a symptom of pulmonary tuberculosis?,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
pulmonary tuberculosis,tired,disease-symptom,Is pulmonary tuberculosis a disease?,Is tired a symptom?,Is tired a symptom of pulmonary tuberculosis?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
pulmonary tuberculosis,cough,disease-symptom,Is pulmonary tuberculosis a disease?,Is cough a symptom?,Is cough a symptom of pulmonary tuberculosis?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
pulmonary tuberculosis,blood,disease-symptom,Is pulmonary tuberculosis a disease?,Is blood a symptom?,Is blood a symptom of pulmonary tuberculosis?,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,yes,yes,no,no
pulmonary tuberculosis,night sweats,disease-symptom,Is pulmonary tuberculosis a disease?,Is night sweats a symptom?,Is night sweats a symptom of pulmonary tuberculosis?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Finasteride,Androgenic Alopecia,drug-disease,Is Finasteride a drug?,Is Androgenic Alopecia a disease?,Is Finasteride used to treat Androgenic Alopecia?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Finasteride,erectile dysfunction,drug-disease,Is Finasteride a drug?,Is erectile dysfunction a disease?,Is Finasteride used to treat erectile dysfunction?,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no
Cellulitis infection,fever,disease-symptom,Is Cellulitis infection a disease?,Is fever a symptom?,Is fever a symptom of Cellulitis infection?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
Cellulitis infection,ankle swelling,disease-symptom,Is Cellulitis infection a disease?,Is ankle swelling a symptom?,Is ankle swelling a symptom of Cellulitis infection?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no
Cellulitis infection,redness,disease-symptom,Is Cellulitis infection a disease?,Is redness a symptom?,Is redness a symptom of Cellulitis infection?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
Cellulitis infection,pain,disease-symptom,Is Cellulitis infection a disease?,Is pain a symptom?,Is pain a symptom of Cellulitis infection?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
Paracetamol,fever,drug-disease,Is Paracetamol a drug?,Is fever a disease?,Is Paracetamol used to treat fever?,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,no,yes,,,yes,yes,yes,yes,no,yes,yes,no,yes
low magnesium,twitchy muscles,disease-symptom,Is low magnesium a disease?,Is twitchy muscles a symptom?,Is twitchy muscles a symptom of low magnesium?,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes
low magnesium,hair loss,disease-symptom,Is low magnesium a disease?,Is hair loss a symptom?,Is hair loss a symptom of low magnesium?,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,yes,yes,no,yes,yes
low magnesium,anxiety,disease-symptom,Is low magnesium a disease?,Is anxiety a symptom?,Is anxiety a symptom of low magnesium?,no,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes
low magnesium,mental fatigue,disease-symptom,Is low magnesium a disease?,Is mental fatigue a symptom?,Is mental fatigue a symptom of low magnesium?,no,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes
Allergic reaction,Rash keeps,disease-symptom,Is Allergic reaction a disease?,Is Rash keeps a symptom?,Is Rash keeps a symptom of Allergic reaction?,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes
Multiple sclerosis,muscle aches,disease-symptom,Is Multiple sclerosis a disease?,Is muscle aches a symptom?,Is muscle aches a symptom of Multiple sclerosis?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Miscarriage,Missing Period,disease-symptom,Is Miscarriage a disease?,Is Missing Period a symptom?,Is Missing Period a symptom of Miscarriage?,yes,no,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,,yes,no,no,yes,yes,no,yes,no,no,yes,yes
Lamictal,Bipolar 2,drug-disease,Is Lamictal a drug?,Is Bipolar 2 a disease?,Is Lamictal used to treat Bipolar 2?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
blood cancers,night sweats,disease-symptom,Is blood cancers a disease?,Is night sweats a symptom?,Is night sweats a symptom of blood cancers?,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
blood cancers,weight loss,disease-symptom,Is blood cancers a disease?,Is weight loss a symptom?,Is weight loss a symptom of blood cancers?,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
blood cancers,fatigue,disease-symptom,Is blood cancers a disease?,Is fatigue a symptom?,Is fatigue a symptom of blood cancers?,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Abdominal Aorta Aneurysm,throbbing/pulsing,disease-symptom,Is Abdominal Aorta Aneurysm a disease?,Is throbbing/pulsing a symptom?,Is throbbing/pulsing a symptom of Abdominal Aorta Aneurysm?,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no
Abdominal Aorta Aneurysm,pain,disease-symptom,Is Abdominal Aorta Aneurysm a disease?,Is pain a symptom?,Is pain a symptom of Abdominal Aorta Aneurysm?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
dermatitis,dry,disease-symptom,Is dermatitis a disease?,Is dry a symptom?,Is dry a symptom of dermatitis?,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes
dermatitis,flaky,disease-symptom,Is dermatitis a disease?,Is flaky a symptom?,Is flaky a symptom of dermatitis?,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes
dermatitis,red flush,disease-symptom,Is dermatitis a disease?,Is red flush a symptom?,Is red flush a symptom of dermatitis?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no
acne spots,acne,symptom-disease,Is acne spots a symptom?,Is acne a disease?,Is acne spots a symptom of acne?,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
