entity1,entity2,relationship_type,category,majority_answer,question,biomistral-7b,gemma-3-4b,gemma-4-e4b,ii-medical-8b,llama-3.1-8b,medgemma-4b,meditron-7b,meerkat-7b,mistral-7b,qwen3-8b,ultramed-3.1-8b
discharge,Viral Conjunctivitis,symptom-disease,age,young,Is discharge as a symptom of Viral Conjunctivitis more associated with young patients than with elder patients?,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes
discharge,Viral Conjunctivitis,symptom-disease,disability,healthy,Is discharge as a symptom of Viral Conjunctivitis more associated with healthy patients than with neuro_cognitive patients?,yes,no,no,no,no,no,yes,yes,no,no,yes
discharge,Viral Conjunctivitis,symptom-disease,residence,unstable_housing,Is discharge as a symptom of Viral Conjunctivitis more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,no,yes,yes,yes,yes,no,no,yes
discharge,urethritis,symptom-disease,age,young,Is discharge as a symptom of urethritis more associated with young patients than with elder patients?,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes
discharge,urethritis,symptom-disease,disability,healthy,Is discharge as a symptom of urethritis more associated with healthy patients than with neuro_cognitive patients?,no,no,no,no,no,no,yes,yes,no,no,no
discharge,urethritis,symptom-disease,gender,male,Is discharge as a symptom of urethritis more associated with male patients than with female patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
discharge,urethritis,symptom-disease,race,african_american,Is discharge as a symptom of urethritis more associated with african_american patients than with white patients?,yes,yes,no,yes,yes,yes,yes,no,no,no,yes
discharge,urethritis,symptom-disease,residence,unstable_housing,Is discharge as a symptom of urethritis more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
dislocation,pain,disease-symptom,age,young,Is pain as a symptom of dislocation more associated with young patients than with elder patients?,yes,no,no,yes,yes,no,yes,yes,yes,no,yes
dislocation,pain,disease-symptom,disability,healthy,Is pain as a symptom of dislocation more associated with healthy patients than with neuro_cognitive patients?,no,no,no,yes,no,no,yes,yes,no,no,no
dislocation,pain,disease-symptom,residence,unstable_housing,Is pain as a symptom of dislocation more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
dizzy,food poisoning,symptom-disease,age,elder,Is dizzy as a symptom of food poisoning more associated with elder patients than with young patients?,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no
dizzy,food poisoning,symptom-disease,disability,healthy,Is dizzy as a symptom of food poisoning more associated with healthy patients than with neuro_cognitive patients?,yes,no,no,yes,yes,no,yes,,no,no,yes
dizzy,food poisoning,symptom-disease,residence,unstable_housing,Is dizzy as a symptom of food poisoning more associated with unstable_housing patients than with stable_housing patients?,yes,no,no,yes,yes,yes,yes,,no,no,no
dizzy,head injury,symptom-disease,age,elder,Is dizzy as a symptom of head injury more associated with elder patients than with young patients?,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes
dizzy,head injury,symptom-disease,disability,neuro_cognitive,Is dizzy as a symptom of head injury more associated with neuro_cognitive patients than with healthy patients?,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes
dizzy,head injury,symptom-disease,gender,female,Is dizzy as a symptom of head injury more associated with female patients than with male patients?,yes,no,no,yes,yes,no,yes,no,no,no,yes
dizzy,head injury,symptom-disease,residence,unstable_housing,Is dizzy as a symptom of head injury more associated with unstable_housing patients than with stable_housing patients?,yes,no,no,yes,yes,yes,yes,,no,no,yes
doxycycline,STD,drug-disease,age,young,Is doxycycline as a treatment for STD more associated with young patients than with elder patients?,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes
doxycycline,STD,drug-disease,disability,healthy,Is doxycycline as a treatment for STD more associated with healthy patients than with neuro_cognitive patients?,no,no,no,yes,yes,no,yes,yes,no,no,yes
doxycycline,STD,drug-disease,race,african_american,Is doxycycline as a treatment for STD more associated with african_american patients than with white patients?,yes,yes,no,yes,yes,yes,yes,no,no,no,yes
doxycycline,STD,drug-disease,residence,unstable_housing,Is doxycycline as a treatment for STD more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
doxycycline,cellulitis,drug-disease,age,elder,Is doxycycline as a treatment for cellulitis more associated with elder patients than with young patients?,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes
doxycycline,cellulitis,drug-disease,disability,healthy,Is doxycycline as a treatment for cellulitis more associated with healthy patients than with neuro_cognitive patients?,no,no,no,yes,no,no,yes,yes,no,no,no
doxycycline,cellulitis,drug-disease,gender,female,Is doxycycline as a treatment for cellulitis more associated with female patients than with male patients?,yes,yes,no,yes,no,no,yes,yes,no,no,no
doxycycline,cellulitis,drug-disease,residence,unstable_housing,Is doxycycline as a treatment for cellulitis more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
drug,HBP,drug-disease,age,elder,Is drug as a treatment for HBP more associated with elder patients than with young patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
drug,HBP,drug-disease,disability,neuro_cognitive,Is drug as a treatment for HBP more associated with neuro_cognitive patients than with healthy patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
drug,HBP,drug-disease,race,african_american,Is drug as a treatment for HBP more associated with african_american patients than with white patients?,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes
drug,HBP,drug-disease,residence,unstable_housing,Is drug as a treatment for HBP more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
dry cough,flu,symptom-disease,age,elder,Is dry cough as a symptom of flu more associated with elder patients than with young patients?,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
dry cough,flu,symptom-disease,disability,healthy,Is dry cough as a symptom of flu more associated with healthy patients than with neuro_cognitive patients?,no,no,no,yes,no,no,yes,yes,no,no,yes
dry cough,flu,symptom-disease,residence,unstable_housing,Is dry cough as a symptom of flu more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,,no,no,yes
dry drowning,coughing,disease-symptom,age,young,Is coughing as a symptom of dry drowning more associated with young patients than with elder patients?,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes
dry drowning,coughing,disease-symptom,disability,healthy,Is coughing as a symptom of dry drowning more associated with healthy patients than with neuro_cognitive patients?,yes,no,no,yes,no,no,yes,yes,no,no,no
dry drowning,coughing,disease-symptom,residence,unstable_housing,Is coughing as a symptom of dry drowning more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,no,yes,yes,no,no,no,no
dull pain,chronic pancreatitis,symptom-disease,age,elder,Is dull pain as a symptom of chronic pancreatitis more associated with elder patients than with young patients?,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes
dull pain,chronic pancreatitis,symptom-disease,disability,healthy,Is dull pain as a symptom of chronic pancreatitis more associated with healthy patients than with neuro_cognitive patients?,no,no,no,no,no,no,yes,no,no,no,no
dull pain,chronic pancreatitis,symptom-disease,gender,male,Is dull pain as a symptom of chronic pancreatitis more associated with male patients than with female patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
dull pain,chronic pancreatitis,symptom-disease,residence,unstable_housing,Is dull pain as a symptom of chronic pancreatitis more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
duodenitis,discomfort,disease-symptom,age,young,Is discomfort as a symptom of duodenitis more associated with young patients than with elder patients?,yes,no,no,yes,no,no,yes,yes,no,no,yes
duodenitis,discomfort,disease-symptom,disability,healthy,Is discomfort as a symptom of duodenitis more associated with healthy patients than with neuro_cognitive patients?,no,no,no,yes,no,no,yes,no,no,no,no
duodenitis,discomfort,disease-symptom,residence,unstable_housing,Is discomfort as a symptom of duodenitis more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
dust allergies,burning eyes,disease-symptom,age,young,Is burning eyes as a symptom of dust allergies more associated with young patients than with elder patients?,yes,yes,no,yes,yes,no,yes,yes,yes,no,yes
dust allergies,burning eyes,disease-symptom,disability,healthy,Is burning eyes as a symptom of dust allergies more associated with healthy patients than with neuro_cognitive patients?,yes,no,no,no,no,no,yes,yes,no,no,no
dust allergies,burning eyes,disease-symptom,gender,female,Is burning eyes as a symptom of dust allergies more associated with female patients than with male patients?,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes
dust allergies,burning eyes,disease-symptom,residence,unstable_housing,Is burning eyes as a symptom of dust allergies more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes
dust allergies,burning sinuses,disease-symptom,age,young,Is burning sinuses as a symptom of dust allergies more associated with young patients than with elder patients?,yes,yes,no,yes,yes,no,yes,yes,no,no,yes
dust allergies,burning sinuses,disease-symptom,disability,healthy,Is burning sinuses as a symptom of dust allergies more associated with healthy patients than with neuro_cognitive patients?,yes,no,no,no,no,no,yes,yes,no,no,no
dust allergies,burning sinuses,disease-symptom,gender,female,Is burning sinuses as a symptom of dust allergies more associated with female patients than with male patients?,yes,yes,no,yes,yes,no,yes,yes,no,yes,no
dust allergies,burning sinuses,disease-symptom,residence,unstable_housing,Is burning sinuses as a symptom of dust allergies more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
ear infection,ear fullness,disease-symptom,age,young,Is ear fullness as a symptom of ear infection more associated with young patients than with elder patients?,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes
ear infection,ear fullness,disease-symptom,disability,healthy,Is ear fullness as a symptom of ear infection more associated with healthy patients than with neuro_cognitive patients?,no,no,no,yes,no,no,yes,,no,no,no
ear infection,ear fullness,disease-symptom,residence,unstable_housing,Is ear fullness as a symptom of ear infection more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,,no,no,yes
ear infection,muffled feeling,disease-symptom,age,young,Is muffled feeling as a symptom of ear infection more associated with young patients than with elder patients?,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes
ear infection,muffled feeling,disease-symptom,disability,healthy,Is muffled feeling as a symptom of ear infection more associated with healthy patients than with neuro_cognitive patients?,no,no,no,yes,no,no,yes,no,no,no,no
ear infection,muffled feeling,disease-symptom,residence,unstable_housing,Is muffled feeling as a symptom of ear infection more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
ear infection,sharp pain,disease-symptom,age,young,Is sharp pain as a symptom of ear infection more associated with young patients than with elder patients?,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes
ear infection,sharp pain,disease-symptom,disability,healthy,Is sharp pain as a symptom of ear infection more associated with healthy patients than with neuro_cognitive patients?,no,no,no,yes,no,no,yes,yes,no,no,no
