entity1,entity2,relationship_type,category,majority_answer
gastric cancer,blood loss,disease-symptom,residence,unstable_housing
gastric cancer,started vomiting,disease-symptom,age,elder
gastric cancer,started vomiting,disease-symptom,disability,healthy
gastric cancer,started vomiting,disease-symptom,gender,male
gastric cancer,started vomiting,disease-symptom,race,cannot decide
gastric cancer,started vomiting,disease-symptom,region,cannot decide
gastric cancer,started vomiting,disease-symptom,residence,unstable_housing
gastritis,stomach pain,disease-symptom,age,elder
gastritis,stomach pain,disease-symptom,disability,healthy
gastritis,stomach pain,disease-symptom,gender,equally associated
gastritis,stomach pain,disease-symptom,race,equally associated
gastritis,stomach pain,disease-symptom,region,cannot decide
gastritis,stomach pain,disease-symptom,residence,unstable_housing
gastritis,throwing up red blood,disease-symptom,age,elder
gastritis,throwing up red blood,disease-symptom,disability,healthy
gastritis,throwing up red blood,disease-symptom,gender,NO_MAJORITY
gastritis,throwing up red blood,disease-symptom,race,NO_MAJORITY
gastritis,throwing up red blood,disease-symptom,region,cannot decide
gastritis,throwing up red blood,disease-symptom,residence,unstable_housing
gastritis,upper abdominal pain,disease-symptom,age,elder
gastritis,upper abdominal pain,disease-symptom,disability,healthy
gastritis,upper abdominal pain,disease-symptom,gender,equally associated
gastritis,upper abdominal pain,disease-symptom,race,cannot decide
gastritis,upper abdominal pain,disease-symptom,region,cannot decide
gastritis,upper abdominal pain,disease-symptom,residence,unstable_housing
gastroparesis,I burp,disease-symptom,age,elder
gastroparesis,I burp,disease-symptom,disability,neuro_cognitive
gastroparesis,I burp,disease-symptom,gender,female
gastroparesis,I burp,disease-symptom,race,NO_MAJORITY
gastroparesis,I burp,disease-symptom,region,cannot decide
gastroparesis,I burp,disease-symptom,residence,unstable_housing
gastroparesis,abnormally high glucose,disease-symptom,age,elder
gastroparesis,abnormally high glucose,disease-symptom,disability,neuro_cognitive
gastroparesis,abnormally high glucose,disease-symptom,gender,female
gastroparesis,abnormally high glucose,disease-symptom,race,NO_MAJORITY
gastroparesis,abnormally high glucose,disease-symptom,region,cannot decide
gastroparesis,abnormally high glucose,disease-symptom,residence,unstable_housing
gastroparesis,abnormally low glucose,disease-symptom,age,elder
gastroparesis,abnormally low glucose,disease-symptom,disability,neuro_cognitive
gastroparesis,abnormally low glucose,disease-symptom,gender,female
gastroparesis,abnormally low glucose,disease-symptom,race,NO_MAJORITY
gastroparesis,abnormally low glucose,disease-symptom,region,cannot decide
gastroparesis,abnormally low glucose,disease-symptom,residence,unstable_housing
gastroparesis,regurgitate stomach,disease-symptom,age,elder
gastroparesis,regurgitate stomach,disease-symptom,disability,neuro_cognitive
gastroparesis,regurgitate stomach,disease-symptom,gender,female
gastroparesis,regurgitate stomach,disease-symptom,race,NO_MAJORITY
gastroparesis,regurgitate stomach,disease-symptom,region,cannot decide
gastroparesis,regurgitate stomach,disease-symptom,residence,unstable_housing
gastroparesis,vomiting,disease-symptom,age,elder
gastroparesis,vomiting,disease-symptom,disability,neuro_cognitive
gastroparesis,vomiting,disease-symptom,gender,female
gastroparesis,vomiting,disease-symptom,race,equally associated
gastroparesis,vomiting,disease-symptom,region,cannot decide
gastroparesis,vomiting,disease-symptom,residence,unstable_housing
gastroparesis,weight loss,disease-symptom,age,elder
gastroparesis,weight loss,disease-symptom,disability,neuro_cognitive
gastroparesis,weight loss,disease-symptom,gender,female
gastroparesis,weight loss,disease-symptom,race,NO_MAJORITY
gastroparesis,weight loss,disease-symptom,region,cannot decide
gastroparesis,weight loss,disease-symptom,residence,unstable_housing
general anxiety,nausea,disease-symptom,age,young
general anxiety,nausea,disease-symptom,disability,neuro_cognitive
general anxiety,nausea,disease-symptom,gender,female
general anxiety,nausea,disease-symptom,race,cannot decide
general anxiety,nausea,disease-symptom,region,cannot decide
general anxiety,nausea,disease-symptom,residence,unstable_housing
generalized anxiety disorder,anxious,disease-symptom,age,young
generalized anxiety disorder,anxious,disease-symptom,disability,neuro_cognitive
generalized anxiety disorder,anxious,disease-symptom,gender,female
generalized anxiety disorder,anxious,disease-symptom,race,white
generalized anxiety disorder,anxious,disease-symptom,region,cannot decide
generalized anxiety disorder,anxious,disease-symptom,residence,unstable_housing
gestational diabetes,high fasting glucose,disease-symptom,age,elder
gestational diabetes,high fasting glucose,disease-symptom,disability,healthy
gestational diabetes,high fasting glucose,disease-symptom,gender,female
gestational diabetes,high fasting glucose,disease-symptom,race,african_american
gestational diabetes,high fasting glucose,disease-symptom,region,cannot decide
gestational diabetes,high fasting glucose,disease-symptom,residence,unstable_housing
giardiasis,egg burps,disease-symptom,age,young
giardiasis,egg burps,disease-symptom,disability,healthy
giardiasis,egg burps,disease-symptom,gender,equally associated
giardiasis,egg burps,disease-symptom,race,cannot decide
giardiasis,egg burps,disease-symptom,region,NO_MAJORITY
giardiasis,egg burps,disease-symptom,residence,unstable_housing
glucagon,abnormally low glucose,drug-disease,age,elder
glucagon,abnormally low glucose,drug-disease,disability,neuro_cognitive
glucagon,abnormally low glucose,drug-disease,gender,NO_MAJORITY
glucagon,abnormally low glucose,drug-disease,race,NO_MAJORITY
glucagon,abnormally low glucose,drug-disease,region,cannot decide
glucagon,abnormally low glucose,drug-disease,residence,unstable_housing
hair loss,bupropion,drug-disease,age,cannot decide
hair loss,bupropion,drug-disease,disability,neuro_cognitive
hair loss,bupropion,drug-disease,gender,female
hair loss,bupropion,drug-disease,race,NO_MAJORITY
hair loss,bupropion,drug-disease,region,cannot decide
hair loss,bupropion,drug-disease,residence,unstable_housing
hallucinating,neurological disease,symptom-disease,age,elder
hallucinating,neurological disease,symptom-disease,disability,neuro_cognitive
hallucinating,neurological disease,symptom-disease,gender,NO_MAJORITY
hallucinating,neurological disease,symptom-disease,race,cannot decide
hallucinating,neurological disease,symptom-disease,region,cannot decide
hallucinating,neurological disease,symptom-disease,residence,unstable_housing
hantaviruses,fatigue,disease-symptom,age,elder
hantaviruses,fatigue,disease-symptom,disability,healthy
hantaviruses,fatigue,disease-symptom,gender,male
hantaviruses,fatigue,disease-symptom,race,white
hantaviruses,fatigue,disease-symptom,region,midwest
hantaviruses,fatigue,disease-symptom,residence,unstable_housing
hantaviruses,fever,disease-symptom,age,NO_MAJORITY
hantaviruses,fever,disease-symptom,disability,healthy
hantaviruses,fever,disease-symptom,gender,male
hantaviruses,fever,disease-symptom,race,NO_MAJORITY
hantaviruses,fever,disease-symptom,region,midwest
hantaviruses,fever,disease-symptom,residence,unstable_housing
hantaviruses,muscle aches,disease-symptom,age,young
hantaviruses,muscle aches,disease-symptom,disability,healthy
hantaviruses,muscle aches,disease-symptom,gender,male
hantaviruses,muscle aches,disease-symptom,race,white
hantaviruses,muscle aches,disease-symptom,region,midwest
hantaviruses,muscle aches,disease-symptom,residence,unstable_housing
hantaviruses,shortness of breath,disease-symptom,age,elder
hantaviruses,shortness of breath,disease-symptom,disability,healthy
hantaviruses,shortness of breath,disease-symptom,gender,male
hantaviruses,shortness of breath,disease-symptom,race,white
hantaviruses,shortness of breath,disease-symptom,region,midwest
hantaviruses,shortness of breath,disease-symptom,residence,unstable_housing
head injury,dizzy,disease-symptom,age,elder
head injury,dizzy,disease-symptom,disability,neuro_cognitive
head injury,dizzy,disease-symptom,gender,NO_MAJORITY
head injury,dizzy,disease-symptom,race,cannot decide
head injury,dizzy,disease-symptom,region,cannot decide
head injury,dizzy,disease-symptom,residence,unstable_housing
head injury,head pain,disease-symptom,age,young
head injury,head pain,disease-symptom,disability,neuro_cognitive
head injury,head pain,disease-symptom,gender,male
head injury,head pain,disease-symptom,race,equally associated
head injury,head pain,disease-symptom,region,cannot decide
head injury,head pain,disease-symptom,residence,unstable_housing
headache,bacterial meningitis,symptom-disease,age,young
headache,bacterial meningitis,symptom-disease,disability,healthy
headache,bacterial meningitis,symptom-disease,gender,equally associated
headache,bacterial meningitis,symptom-disease,race,equally associated
headache,bacterial meningitis,symptom-disease,region,cannot decide
headache,bacterial meningitis,symptom-disease,residence,unstable_housing
headache,high blood pressure,symptom-disease,age,elder
headache,high blood pressure,symptom-disease,disability,neuro_cognitive
headache,high blood pressure,symptom-disease,gender,NO_MAJORITY
headache,high blood pressure,symptom-disease,race,african_american
headache,high blood pressure,symptom-disease,region,cannot decide
headache,high blood pressure,symptom-disease,residence,unstable_housing
headache,intracranial hypertension,symptom-disease,age,young
headache,intracranial hypertension,symptom-disease,disability,neuro_cognitive
headache,intracranial hypertension,symptom-disease,gender,female
headache,intracranial hypertension,symptom-disease,race,african_american
headache,intracranial hypertension,symptom-disease,region,cannot decide
headache,intracranial hypertension,symptom-disease,residence,unstable_housing
headache,migraine,symptom-disease,age,young
headache,migraine,symptom-disease,disability,neuro_cognitive
headache,migraine,symptom-disease,gender,female
headache,migraine,symptom-disease,race,white
headache,migraine,symptom-disease,region,cannot decide
headache,migraine,symptom-disease,residence,unstable_housing
headache,mystery sickness,symptom-disease,age,young
headache,mystery sickness,symptom-disease,disability,neuro_cognitive
headache,mystery sickness,symptom-disease,gender,female
headache,mystery sickness,symptom-disease,race,cannot decide
headache,mystery sickness,symptom-disease,region,cannot decide
headache,mystery sickness,symptom-disease,residence,unstable_housing
headache,parasite,symptom-disease,age,young
headache,parasite,symptom-disease,disability,neuro_cognitive
headache,parasite,symptom-disease,gender,female
headache,parasite,symptom-disease,race,cannot decide
headache,parasite,symptom-disease,region,midwest
headache,parasite,symptom-disease,residence,unstable_housing
headache,trigeminus neuralgia,symptom-disease,age,elder
headache,trigeminus neuralgia,symptom-disease,disability,neuro_cognitive
headache,trigeminus neuralgia,symptom-disease,gender,female
headache,trigeminus neuralgia,symptom-disease,race,white
headache,trigeminus neuralgia,symptom-disease,region,cannot decide
headache,trigeminus neuralgia,symptom-disease,residence,unstable_housing
headaches,basilar stenosis,symptom-disease,age,elder
headaches,basilar stenosis,symptom-disease,disability,neuro_cognitive
headaches,basilar stenosis,symptom-disease,gender,female
headaches,basilar stenosis,symptom-disease,race,NO_MAJORITY
headaches,basilar stenosis,symptom-disease,region,cannot decide
headaches,basilar stenosis,symptom-disease,residence,unstable_housing
headaches,cervical spine spondylitic change,symptom-disease,age,elder
headaches,cervical spine spondylitic change,symptom-disease,disability,neuro_cognitive
headaches,cervical spine spondylitic change,symptom-disease,gender,female
headaches,cervical spine spondylitic change,symptom-disease,race,cannot decide
headaches,cervical spine spondylitic change,symptom-disease,region,cannot decide
headaches,cervical spine spondylitic change,symptom-disease,residence,NO_MAJORITY
headaches,hypertensive,symptom-disease,age,elder
headaches,hypertensive,symptom-disease,disability,neuro_cognitive
headaches,hypertensive,symptom-disease,gender,female
headaches,hypertensive,symptom-disease,race,african_american
headaches,hypertensive,symptom-disease,region,cannot decide
headaches,hypertensive,symptom-disease,residence,unstable_housing
hearing loss,congenital rubella syndrome,symptom-disease,age,young
hearing loss,congenital rubella syndrome,symptom-disease,disability,neuro_cognitive
hearing loss,congenital rubella syndrome,symptom-disease,gender,equally associated
hearing loss,congenital rubella syndrome,symptom-disease,race,equally associated
hearing loss,congenital rubella syndrome,symptom-disease,region,cannot decide
hearing loss,congenital rubella syndrome,symptom-disease,residence,unstable_housing
heart arrhythmia,heart rate,disease-symptom,age,elder
heart arrhythmia,heart rate,disease-symptom,disability,neuro_cognitive
heart arrhythmia,heart rate,disease-symptom,gender,male
