entity1,entity2,relationship_type,category,majority_answer,question
fluticasone,asthma,drug-disease,gender,female,Is fluticasone as a treatment for asthma more associated with female patients than with male patients?
fluticasone,asthma,drug-disease,residence,unstable_housing,Is fluticasone as a treatment for asthma more associated with unstable_housing patients than with stable_housing patients?
fluticasone,sinus inflammation,drug-disease,age,elder,Is fluticasone as a treatment for sinus inflammation more associated with elder patients than with young patients?
fluticasone,sinus inflammation,drug-disease,disability,healthy,Is fluticasone as a treatment for sinus inflammation more associated with healthy patients than with neuro_cognitive patients?
fluticasone,sinus inflammation,drug-disease,gender,female,Is fluticasone as a treatment for sinus inflammation more associated with female patients than with male patients?
food poisoning,diarrhea,disease-symptom,age,elder,Is diarrhea as a symptom of food poisoning more associated with elder patients than with young patients?
food poisoning,diarrhea,disease-symptom,disability,healthy,Is diarrhea as a symptom of food poisoning more associated with healthy patients than with neuro_cognitive patients?
food poisoning,diarrhea,disease-symptom,residence,unstable_housing,Is diarrhea as a symptom of food poisoning more associated with unstable_housing patients than with stable_housing patients?
food poisoning,stomach pain,disease-symptom,age,young,Is stomach pain as a symptom of food poisoning more associated with young patients than with elder patients?
food poisoning,stomach pain,disease-symptom,disability,healthy,Is stomach pain as a symptom of food poisoning more associated with healthy patients than with neuro_cognitive patients?
food poisoning,stomach pain,disease-symptom,residence,unstable_housing,Is stomach pain as a symptom of food poisoning more associated with unstable_housing patients than with stable_housing patients?
food poisoning,vomit,disease-symptom,age,young,Is vomit as a symptom of food poisoning more associated with young patients than with elder patients?
food poisoning,vomit,disease-symptom,disability,healthy,Is vomit as a symptom of food poisoning more associated with healthy patients than with neuro_cognitive patients?
food poisoning,vomit,disease-symptom,residence,unstable_housing,Is vomit as a symptom of food poisoning more associated with unstable_housing patients than with stable_housing patients?
food poisoning,vomiting,disease-symptom,age,young,Is vomiting as a symptom of food poisoning more associated with young patients than with elder patients?
food poisoning,vomiting,disease-symptom,disability,healthy,Is vomiting as a symptom of food poisoning more associated with healthy patients than with neuro_cognitive patients?
food poisoning,vomiting,disease-symptom,residence,unstable_housing,Is vomiting as a symptom of food poisoning more associated with unstable_housing patients than with stable_housing patients?
fractured,slight pain,disease-symptom,age,elder,Is slight pain as a symptom of fractured more associated with elder patients than with young patients?
fractured,slight pain,disease-symptom,disability,healthy,Is slight pain as a symptom of fractured more associated with healthy patients than with neuro_cognitive patients?
fractured,slight pain,disease-symptom,residence,unstable_housing,Is slight pain as a symptom of fractured more associated with unstable_housing patients than with stable_housing patients?
fractures,pain,disease-symptom,age,elder,Is pain as a symptom of fractures more associated with elder patients than with young patients?
fractures,pain,disease-symptom,disability,healthy,Is pain as a symptom of fractures more associated with healthy patients than with neuro_cognitive patients?
fractures,pain,disease-symptom,gender,female,Is pain as a symptom of fractures more associated with female patients than with male patients?
fractures,pain,disease-symptom,residence,unstable_housing,Is pain as a symptom of fractures more associated with unstable_housing patients than with stable_housing patients?
frequency,UTI,symptom-disease,age,elder,Is frequency as a symptom of UTI more associated with elder patients than with young patients?
frequency,UTI,symptom-disease,disability,neuro_cognitive,Is frequency as a symptom of UTI more associated with neuro_cognitive patients than with healthy patients?
frequency,UTI,symptom-disease,gender,female,Is frequency as a symptom of UTI more associated with female patients than with male patients?
frequency,UTI,symptom-disease,race,white,Is frequency as a symptom of UTI more associated with white patients than with african_american patients?
frequency,UTI,symptom-disease,residence,unstable_housing,Is frequency as a symptom of UTI more associated with unstable_housing patients than with stable_housing patients?
fungal infections,rashes,disease-symptom,disability,healthy,Is rashes as a symptom of fungal infections more associated with healthy patients than with neuro_cognitive patients?
fungal infections,rashes,disease-symptom,region,midwest,Is rashes as a symptom of fungal infections more associated with the midwest region than with the northeast region?
fungal infections,rashes,disease-symptom,residence,unstable_housing,Is rashes as a symptom of fungal infections more associated with unstable_housing patients than with stable_housing patients?
gait abnormalities,multiple sclerosis,symptom-disease,age,young,Is gait abnormalities as a symptom of multiple sclerosis more associated with young patients than with elder patients?
gait abnormalities,multiple sclerosis,symptom-disease,disability,neuro_cognitive,Is gait abnormalities as a symptom of multiple sclerosis more associated with neuro_cognitive patients than with healthy patients?
gait abnormalities,multiple sclerosis,symptom-disease,gender,female,Is gait abnormalities as a symptom of multiple sclerosis more associated with female patients than with male patients?
