Unnamed: 0,id,question,options,correct_answer,correct_index,labels,matched_categories
1646,10685,"A 21-year-old man with a past medical history significant for Down syndrome presents to the outpatient primary care clinic for a routine follow up and high risk screening. He is relatively high functioning and currently has no additional significant medical conditions. He feels well and a physical examination shows that he is within normal limits. He denies any current tobacco use, alcohol use, or illicit drug use. His vital signs include: temperature, 36.7°C (98.0°F); blood pressure, 126/74 mm Hg; heart rate, 87/min; and respiratory rate, 17/min. When considering possible conditions for which this patient is predisposed, which of the following neoplasms is associated with Down syndrome?","{'0': 'Gastric adenocarcinoma', '1': 'Astrocytoma and cardiac rhabdomyoma', '2': 'Esophageal adenocarcinoma', '3': 'Acute lymphocytic leukemia'}",Acute lymphocytic leukemia,3,"['male', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
1647,10691,"A 35-year-old woman comes to the emergency department because of a 3-day history of pain in the left cheek. The pain occurs every few hours, lasts 30–60 seconds, and is aggravated by chewing and brushing. She has a history of pain with a vesicular rash in the right axillary area one year ago. She had an upper respiratory infection 2 weeks ago. Physical examination shows no abnormalities. Which of the following is the most likely diagnosis?","{'0': 'Cluster headache', '1': 'Trigeminal neuralgia', '2': 'Postherpetic neuralgia', '3': 'Temporal arteritis'}",Trigeminal neuralgia,1,"['female', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",2
1648,10693,"An 18-month-old girl is brought to her pediatrician because of swelling in her hands and feet. Her mother is concerned because she has been inconsolable for the last 8 hours. The mother adds that the girl has been getting tired easily recently. The vital signs include: temperature 38.0°C (100.4°F), blood pressure 90/55 mm Hg, and pulse 122/min. Gentle palpation of the metacarpal and metatarsal bones causes the infant to scream. The laboratory evaluation is remarkable for mild anemia, leukocytosis, and increased reticulocyte count. Her peripheral blood smear is shown in the picture. Which of the following best represents the etiology of this infant condition?","{'0': 'Red cell enzymatic deficiency', '1': 'Abnormal heme synthesis', '2': 'Abnormal globin chain structure', '3': 'Abnormal globin chain synthesis'}",Abnormal globin chain structure,2,"['female', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'scientist', 'N/A', 'N/A']",2
1649,10697,Which of the following adrenergic receptor agonists has a hypotensive effect?,"{'0': 'Dopamine', '1': 'Clonidine', '2': 'Terbutaline', '3': 'Ephedrine'}",Clonidine,1,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1650,10703,Hawthorne effect is seen in?,"{'0': 'Case-control study', '1': 'Cohort study', '2': 'Cross-sectional study', '3': 'Retrospective cohort study'}",Cohort study,1,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1651,10716,"63. the use of traditional (first generation) antipsychotic drugs (antipsychotics) treatment of psychosis disorder (schizophrenia), if the cause extrapyramidal symptoms (extrapyramidal syndrome), the following statements is true?
","{'0': 'Intellectual disability (mental retardation) compared with patients with schizophrenia, the former is less likely to have side effects of extrapyramidal symptoms', '1': 'The second-generation antipsychotic drugs replaced and can not improve this side effect of extrapyramidal symptoms', '2': 'Into high titer (high potency) antipsychotics can improve', '3': 'Anticholinergic drugs (anticholinergics) that can be used to reduce the side effects'}",Anticholinergic drugs (anticholinergics) that can be used to reduce the side effects,3,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1652,10721,"One suffered from pyelonephritis of pregnant women, because the bacteria that cause severe upper respiratory tract infection, which of the following is the drug of choice for the treatment of pregnant women?","{'0': 'Clarithromycin', '1': 'Erythromycin', '2': 'Azithromycin', '3': 'Tetracycline'}",Azithromycin,2,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1653,10727,"A 6-year-old girl is brought to the physician because of generalized fatigue and dark urine for 4 days. Four weeks ago, she was treated with cephalexin for a skin infection. Her temperature is 37°C (98.6°F) and blood pressure is 132/89 mm Hg. Physical examination shows 1+ pretibial edema bilaterally. Her serum creatinine is 1.7 mg/dL. Urine studies show:
Blood 2+
Protein 2+
RBC 12–14/hpf with dysmorphic features
RBC casts numerous
Which of the following is the most likely cause of these findings?""","{'0': 'Granular subepithelial immune complex deposition', '1': 'Systemic amyloid protein aggregation', '2': 'Anti-type IV collagen antibody formation', '3': 'DNA-anti-DNA antibody immune complex formation'}",Granular subepithelial immune complex deposition,0,"['female', 'young (<18)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
1654,10732,Which of the following is not an obstructive cause of mouth breathing:,"{'0': 'Deviated nasal septum.', '1': 'Short lip.', '2': 'Narrow maxilla.', '3': 'Obstructive adenoids.'}",Short lip.,1,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1655,10745,Why do culture media for obligate anaerobic bacteria usually contain cysteine ​​or thioglycollate ?:,"{'0': 'They are specific nutritional requirements of most of these bacteria.', '1': 'They are indicators of the contamination of the medium with aerobic bacteria.', '2': 'They are redox indicators.', '3': 'They are reducing agents.'}",They are reducing agents.,3,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1656,10751,Staphylococcus aureus differs from Staphylococcus epidermidis because the first one:,"{'0': 'Rarely produces pyogenic (purulent) infections.', '1': 'It produces coagulase, an enzyme that converts fibrinogen into fibrin.', '2': 'It grows in very high salt concentrations.', '3': 'It is not found in the normal human microbiota.'}","It produces coagulase, an enzyme that converts fibrinogen into fibrin.",1,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1657,10753,"When the 72.57 year-old woman complained of the stairs, a sudden severe pain in the left heel, orthopedic clinic the next day to accept heel ultrasound examination sagittal section as shown, the most likely diagnosis Why?","{'0': 'Achilles tendinitis', '1': 'Achilles tendon fibroma', '2': 'Achilles tendon rupture', '3': 'retro-calcaneal bursitis'}",Achilles tendon rupture,2,"['female', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",2
1658,10759,Which of the following enzymes related to the lipogenic pathway is activated by citrate (allosteric activator) ?:,"{'0': 'Fatty acid synthase.', '1': 'Citrate lyase', '2': 'Acetyl-coenzyme A carboxylase.', '3': 'Malic enzyme.'}",Acetyl-coenzyme A carboxylase.,2,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1659,10760,"A 32-year-old woman presents to the emergency department with abdominal pain and vaginal discharge. She gave birth to a healthy baby boy three days prior to presentation. Since then, she has been feeling sick, and she is concerned that she has been getting worse over time. On presentation, her temperature is 100.7°F (38.1°C), blood pressure is 115/78 mmHg, pulse is 105/min, and respirations are 14/min. Physical exam reveals abdominal discomfort with uterine tenderness, and laboratory results show elevated white blood cell count with many plasma cells. The most likely cause of this patient's disorder has which of the following characteristics?","{'0': 'Alpha-hemolytic cocci in chains', '1': 'Beta-hemolytic cocci in chains', '2': 'Coagulase-positive cocci in clusters', '3': 'Gamma-hemolytic cocci in chains'}",Beta-hemolytic cocci in chains,1,"['male', 'adult (18-64)', 'N/A', 'white', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'scientist', 'N/A', 'N/A']",4
1660,10776,The fear of a 6 year old related to dentistry is primarily:,"{'0': 'Subjective', '1': 'Objective', '2': 'Subjective & objective', '3': 'Psychological'}",Subjective,0,"['N/A', 'young (<18)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",1
1661,10777,Borrelia causes which of the following,"{'0': ""Weil's disease"", '1': 'Bejels', '2': 'Vincent angina', '3': 'Yaws', 'correct answer': ""Weil's disease""}",Vincent angina,2,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1662,10795,"About nesiritide for the treatment of disorders of the pharmacological effects of acute decompensated heart failure patients function of the narrative, which of the following error?","{'0': 'The cyclic AMP increase', '1': '活化brain natriuretic peptide（BNP）receptor', '2': 'The blood vessels to relax', '3': 'Diuretic effect'}",The cyclic AMP increase,0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1663,10803,"A 59-year-old woman presents to the emergency department because of shortness of breath. She has been experiencing an increasing inability to breathe following strenuous activity. This includes climbing stairs and walking a few blocks down the street. During the day, her breathing becomes more pronounced when she takes her a nap or lies down to sleep at night. Another concerning symptom is the increased swelling in her legs. She has a history of few episodes of syncope. Her past medical history is otherwise unremarkable. The vital signs include: blood pressure 110/70 mm Hg, pulse 90/min, and respiratory rate 18/min. An electrocardiogram (ECG) shows low voltage. Echocardiography shows granular speckling with concentric thickening of the ventricular walls, more prominently of the right wall. Which of the following confirmatory tests is most appropriate?","{'0': 'Pulmonary function test', '1': 'Biopsy of cardiac tissue', '2': 'Chest X-ray', '3': 'No further testing required'}",Biopsy of cardiac tissue,1,"['female', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
1664,10805,"A 23-year-old woman comes to the physician because of a 2-month history of episodic headaches associated with dizziness, nausea, and vomiting. Over-the-counter pain medications have failed to reduce her symptoms. An MRI of the brain shows isolated dilation of the left lateral ventricle. This dilatation is most likely caused by blockade of which of the following structures?","{'0': 'Arachnoid villi', '1': 'Interventricular foramen', '2': 'Median aperture', '3': 'Lateral apertures'}",Interventricular foramen,1,"['female', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
1665,10815,Local factors which cause hypercementosis :,"{'0': 'Excessive tension from orthodontic appliances.', '1': 'Low-grade periapical irritation.', '2': 'Increased occlusal forces.', '3': 'All of the above.'}",All of the above.,3,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1666,10833,"80 The following narrative about amoebic dysentery (Entamoeba histolytica), and those right? ① liver abscess (liver abscess) occurred in the right lobe of the liver ② trophozoites (trophozoites) will swallow the red blood cells can be used to treat type ③metronidazole chromosome (chromatoidal bars) of the intestine that causes the disease ④ and transfer it in the balloon component DNA","{'0': '①②③', '1': '①②④', '2': '①③④', '3': '②③④'}",①②③,0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1667,10838,"Dangerous extent (gonococci) heterosexual sexual contact with carriers of gonorrhea bacteria, why get infected?","{'0': 'Female than male', '1': 'Male than female', '2': 'Men and women are both 0%', '3': 'Men and women were 100%'}",Female than male,0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1668,10839,A previously healthy 41-year-old man is brought to the emergency department 30 minutes after collapsing at home. Cardiopulmonary resuscitation is attempted for 10 minutes without success. A photograph of sections of the heart obtained at autopsy is shown. The patient's condition is most likely associated with which of the following pathophysiologic changes?,"{'0': 'Retrograde blood flow from the aorta into the left ventricle', '1': 'Fixed obstruction of the left ventricular outflow tract', '2': 'Marked noncompliance of the left ventricular wall', '3': 'Severe narrowing of the left anterior descending artery'}",Marked noncompliance of the left ventricular wall,2,"['male', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",2
1669,10857,"An otherwise healthy 23-year-old newly-married woman comes to the physician because of a 6-day history of discomfort in her vaginal area during and after sexual intercourse. Her last menstrual period was 3 weeks ago. Two years ago, she was diagnosed with genital herpes which was treated with acyclovir. She has been in a monogamous relationship for the past year and has been using an intrauterine device for contraception for the past month. Examination shows a 4-cm, mildly tender mass in the inferior aspect of the left labium minus with no signs of inflammation. Speculum examination causes her discomfort but shows no abnormalities. Which of the following is the most likely cause of these findings?","{'0': 'Obstructed orifice of the Bartholin duct', '1': 'Reactivation of the genital herpes', '2': 'Squamous cell carcinoma of the vulva', '3': 'Allergic reaction to the intrauterine device'}",Obstructed orifice of the Bartholin duct,0,"['female', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'married', 'doctor', 'N/A', 'N/A']",4
